# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170620-20170710
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
"Aneri Vajani aka Saanjh of Beyhadh falls prey to body shamers after posting photo in lingerie, see photo",6819775,5,5,0,0.00
"Aneri Vajani aka Saanjh of Beyhadh falls prey to body shamers after posting photo in lingerie, see photo",7026629,5,5,0,0.00
Aneri Vajani lashes out at those who slut-shamed her: Change your mentality guys,1439716,5,5,0,0.00
Angry Birds Movie sequel turning out to be awesome: Pete Oswald,7044603,5,5,0,0.00
Anil Kapoor on Harshvardhan Kapoors film choices: I make the money so that he can be experimental,851284,5,5,0,0.00
Anupam Kher and Shabana Azmi join the Australian Academys Asian film fest jury panel,5922363,5,5,0,0.00
"Anushka Sharma introduces YRFs new talent Anya Singh, reflects on her Bollywood career as an outsider. See photos, videos",6171899,5,5,0,0.00
"Anushka Sharma introduces YRFs new talent Anya Singh, reflects on her Bollywood career as an outsider. See photos, videos",7098503,5,5,0,0.00
AR Rahman delighted to be shortlisted for World Soundtrack Awards,544144,5,5,0,0.00
Arjun Kapoor and Parineeti Chopra set to return with Sandeep Aur Pinky Faraar. Can they recreate Ishaqzaade romance? See photo,7084775,5,5,0,0.00
Arjun Kapoor and Sidharth Malhotra to star in Thani Oruvan Hindi remake?,5888007,5,5,0,0.00
Arjun Kapoor and Sidharth Malhotra to star in Thani Oruvan Hindi remake?,6972145,5,5,0,0.00
"Arjun Kapoor calls Akshay Kumar true Khiladi, wants to work with Anushka Sharma and likes Samantha Ruth Prabhu",819358,5,5,0,0.00
Arjun Kapoor on his 32nd birthday: I hope to find balance in my personal and professional life,6505177,5,5,0,0.00
"Arjun Kapoor rings in birthday early, celebrates with Mubarakan co-stars Ileana Dcruz and Athiya Shetty. See photos, video",6937779,5,5,0,0.00
Armaan Malik on actors taking up singing: Its narrow to think I belong to only Bollywood,3680530,5,5,0,0.00
"As Salman Khans Tubelight shines bright, heres looking at mystery and myth of Bollywoods biggest star",302210,5,5,0,0.00
Ashutosh Gowariker to give onstage masterclass at British Film Institute,7032099,5,5,0,0.00
Asin and husband Rahul Sharma are a power couple and their chemistry off the charts. See photos,5032145,5,5,0,0.00
Athiya Shetty thinks her father Suniel Shetty looks better than her. Do you agree? See photo,6980223,5,5,0,0.00
Ayesha Takia laughs off rumours of getting botox and lip fillers,6800655,5,5,0,0.00
Ayesha Takia laughs off rumours of getting botox and lip fillers,6819775,5,5,0,0.00
"Baahubali 2 honoured again, to open Moscow International Film Festival",7028929,5,5,0,0.00
