# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170620-20170710
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
Afghanistans Shafiqullah Shafaq scores 214 in T20 match,5361257,5,5,0,0.00
Afghanistans Shafiqullah Shafaq scores 214 in T20 match,6236247,5,5,0,0.00
Afghanistans Shafiqullah Shafaq scores 214 in T20 match,7000847,5,5,0,0.00
Afghanistans Shafiqullah Shafaq scores 214 in T20 match,7112717,5,5,0,0.00
"After Champions Trophy final, Yuvraj Singh and Virat Kohli share a light moment with Shoaib Malik; watch video",2252536,5,5,0,0.00
"After Champions Trophy final, Yuvraj Singh and Virat Kohli share a light moment with Shoaib Malik; watch video",5645097,5,5,0,0.00
"After Champions Trophy final, Yuvraj Singh and Virat Kohli share a light moment with Shoaib Malik; watch video",5985791,5,5,0,0.00
"After Champions Trophy final, Yuvraj Singh and Virat Kohli share a light moment with Shoaib Malik; watch video",6988339,5,5,0,0.00
"After flop show, a resounding hit",2246016,5,5,0,0.00
"After flop show, a resounding hit",3420024,5,5,0,0.00
"After flop show, a resounding hit",7107933,5,5,0,0.00
"Ahead of TNPL auction, another BCCI missive",2982748,5,5,0,0.00
Alberto Contador hopes all-for-the-Tour approach will pay off,7071811,5,5,0,0.00
Alexis Sanchez scores early but Chile held by Germany to a 1-1 draw,663716,5,5,0,0.00
Alexis Sanchez scores early but Chile held by Germany to a 1-1 draw,7038371,5,5,0,0.00
Amritpal Singh invited to play for Sydney Kings in China,5645097,5,5,0,0.00
"Amy Yang, Chella Choi lead Womens PGA Championship",2340510,5,5,0,0.00
"An impressive presentation does not make you a good coach, says Sourav Ganguly",5361257,5,5,0,0.00
"Andrew Leipus quits as NCA physio, blames BCCIs lack of clarity",7056501,5,5,0,0.00
Andy Murray leads high-profile departures in Queens 1st round,1085358,5,5,0,0.00
Andy Murray leads high-profile departures in Queens 1st round,2280278,5,5,0,0.00
Andy Murray leads high-profile departures in Queens 1st round,7028929,5,5,0,0.00
Andy Murray opens Wimbledon bid against lucky loser,6428893,5,5,0,0.00
Andy Murray pulls out of Wimbledon practice match with sore hip,7059413,5,5,0,0.00
"Angel Di Maria sentenced to one year in jail for tax fraud, fined 1.76 million",1085358,5,5,0,0.00
Anil bhai has expressed his viewsweve tried to maintain the sanctity of the change room: Virat Kohli,7035821,5,5,0,0.00
Anil bhai has expressed his viewsweve tried to maintain the sanctity of the change room: Virat Kohli,7036005,5,5,0,0.00
Anil Kumble bhai has expressed his viewsweve tried to maintain the sanctity of dressing room: Virat Kohli,5361257,5,5,0,0.00
"Anil Kumble failed as a man manager, says former India cricketer Balwinder Singh Sandhu",5223605,5,5,0,0.00
"Anil Kumble quits as head coach, but lines with Virat Kohli snapped long ago",3201792,5,5,0,0.00
"Anil Kumble quits as head coach, but lines with Virat Kohli snapped long ago",6710307,5,5,0,0.00
"Anil Kumble quits as head coach, but lines with Virat Kohli snapped long ago",7028929,5,5,0,0.00
Anil Kumble quits as India coach: A look at teams performance under him,1085358,5,5,0,0.00
Anil Kumble quits as India coach: A look at teams performance under him,1129334,5,5,0,0.00
Anil Kumble says his partnership with Virat Kohli was untenable; its best for me to move on,3269178,5,5,0,0.00
"Anil Kumble stepping down unfortunateVirender Sehwag should be next coach, says Nikhil Chopra",1129334,5,5,0,0.00
"Anil Kumble stepping down unfortunateVirender Sehwag should be next coach, says Nikhil Chopra",3269178,5,5,0,0.00
"Anil Kumble stepping down unfortunateVirender Sehwag should be next coach, says Nikhil Chopra",3816084,5,5,0,0.00
"Anil Kumble stepping down unfortunateVirender Sehwag should be next coach, says Nikhil Chopra",6165423,5,5,0,0.00
"Anil Kumble stepping down unfortunateVirender Sehwag should be next coach, says Nikhil Chopra",7023737,5,5,0,0.00
"Anil Kumble stepping down unfortunateVirender Sehwag should be next coach, says Nikhil Chopra",7027813,5,5,0,0.00
"Anil Kumble steps down as head coach of Indian team, who said what on Twitter",1787824,5,5,0,0.00
"Anil Kumble steps down as head coach of Indian team, who said what on Twitter",5223605,5,5,0,0.00
Anil Kumble steps down as India coach a timeline of events,2246016,5,5,0,0.00
Anil Kumble steps down as India coach a timeline of events,3054298,5,5,0,0.00
