# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170601-20170618
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
"A Gentleman first look: Not Reload, Sidharth Malhotra and Jacqueline Fernandezs next looks much more exciting. Watch video",6948307,5,5,0,0.00
"A Gentleman posters: Sidharth Malhotra, Jacqueline Fernandez ready to take on the bad guys, see photos",6708883,5,5,0,0.00
"A year after Sanjay Dutts release, HC asks Maharashtra govt why the actor was set free early",6985933,5,5,0,0.00
Aamir Khan: My choice of films dictated by my emotional interest,6973981,5,5,0,0.00
"Aamir Khans Dangal is the fifth highest earner in the world among non-English movies, inches towards Rs 2000-cr club",4726303,5,5,0,0.00
"Abhishek Bachchans throwback post on Amitabh Bachchans Coolie accident is moving, see photo",3174852,5,5,0,0.00
Abhishek Bachchans throwback Thursday is all about claiming his right on father Amitabh Bachchan. See photo,3870972,5,5,0,0.00
"Actress Kritika Chaudhary was murdered, postmortem confirms head injury: Mumbai Police",3870972,5,5,0,0.00
Aditi Mittal to headline Netflix show Things They Wouldnt Let Me Say,6985561,5,5,0,0.00
"After Duvvada Jagannadham, Allu Arjun is set to play a soldier in Naa Peru Surya Naa Illu India. See photos",6841801,5,5,0,0.00
"After Duvvada Jagannadham, Allu Arjun is set to play a soldier in Naa Peru Surya Naa Illu India. See photos",6990877,5,5,0,0.00
"After playing villain in Baywatch, Priyanka Chopra now wants to play a cool Batgirl",2955614,5,5,0,0.00
"After playing villain in Baywatch, Priyanka Chopra now wants to play a cool Batgirl",6543659,5,5,0,0.00
"After Priyanka Chopra, Megyn Kelly trolled for dress while meeting PM Narendra Modi",6038619,5,5,0,0.00
"After Sachin A Billion Dreams, British filmmaker James Erskine eyes World War I Indian soldiers",6900503,5,5,0,0.00
"After Sachin A Billion Dreams, British filmmaker James Erskine eyes World War I Indian soldiers",6923611,5,5,0,0.00
"Aishwarya Rai lookalike Sneha Ullal left films due to severe illness, stayed away for 4 years. See photos",1439716,5,5,0,0.00
"Aishwarya Rai lookalike Sneha Ullal left films due to severe illness, stayed away for 4 years. See photos",1575390,5,5,0,0.00
"Aishwarya Rai lookalike Sneha Ullal left films due to severe illness, stayed away for 4 years. See photos",5763127,5,5,0,0.00
Ajay Devgn joins hands with Mumbai Police to educate fans about e-banking fraud and security. Watch video,7014445,5,5,0,0.00
"Ajay Devgn, Kajols family holiday in Maldives doesnt seem to end. Their new photos are giving more vacation goals",1236672,5,5,0,0.00
"Ajay Devgn, Kajols family holiday in Maldives doesnt seem to end. Their new photos are giving more vacation goals",5361257,5,5,0,0.00
"Ajay Devgn, Kajols family holiday in Maldives doesnt seem to end. Their new photos are giving more vacation goals",544144,5,5,0,0.00
"Ajay Devgn, Kajols family holiday in Maldives doesnt seem to end. Their new photos are giving more vacation goals",6748731,5,5,0,0.00
"Ajiths Vivegam released Surviva song teaser and it is going crazy viral, watch video",917072,5,5,0,0.00
"Ali Asgar on quitting The Kapil Sharma Show: Leaving Kapil a family matter for me, I still love him",3870972,5,5,0,0.00
Alia Bhatt is upset with Shah Rukh Khan and the reason is Jab Harry Met Sajal,1813182,5,5,0,0.00
Alia Bhatt is upset with Shah Rukh Khan and the reason is Jab Harry Met Sajal,3870972,5,5,0,0.00
"Alia Bhatt, Varun Dhawan set to team up for their fourth film titled Shiddat?",1030442,5,5,0,0.00
"Alia Bhatt, Varun Dhawan set to team up for their fourth film titled Shiddat?",4062270,5,5,0,0.00
"Allu Arjuns Duvvada Jagannadham trailer receives record viewing, is only next to Baahubali 2",4540506,5,5,0,0.00
"Allu Arjuns son Ayaan was the star of Duvvada Jaggannadham music launch. See pics, video",1474468,5,5,0,0.00
Ami Thumi movie review: This screwball comedy is sure to crack you up,6967189,5,5,0,0.00
"Amitabh Bachchan goes out for movie with Thugs of Hindostan co-stars Aamir Khan, Fatima Sana Shaikh",6985395,5,5,0,0.00
"Amitabh Bachchan on Priyanka Chopra facing trolls for her short-dress: Neither am I the PM, nor am I Priyanka so how can I answer",3054298,5,5,0,0.00
"Amitabh Bachchan on Priyanka Chopra facing trolls for her short-dress: Neither am I the PM, nor am I Priyanka so how can I answer",4851375,5,5,0,0.00
"Amitabh Bachchan shares a photo of newborn Abhishek Bachchan, wonders how quickly he has grown into a strapping 63 lad",6403155,5,5,0,0.00
"Amitabh Bachchan shares pic with Aishwarya Rai, Jaya Bachchan from family album, see photo",6990877,5,5,0,0.00
"Amitabh Bachchans Kaun Banega Crorepati registrations to begin from June 17, audiences are already celebrating. Watch video",467738,5,5,0,0.00
An entire generation's memories of Baywatch stars Pamela Anderson and her swan dives,1030442,5,5,0,0.00
An entire generations memories of Baywatch stars Pamela Anderson and her swan dives,1904356,5,5,0,0.00
"Angelina Jolie still heartbroken, Brad Pitt ready to date again",5530389,5,5,0,0.00
"Angelina Jolie still heartbroken, Brad Pitt ready to date again",5756411,5,5,0,0.00
"Angelina Jolie still heartbroken, Brad Pitt ready to date again",6708883,5,5,0,0.00
Angelina Jolie turns her LA mansion into a fun house for her six children,5361257,5,5,0,0.00
"Anil Kapoor and Harshvardhan are twinning and we fail to recognise whos the father, whos the son. See photos",3790278,5,5,0,0.00
"Anil Kapoor and Harshvardhan are twinning and we fail to recognise whos the father, whos the son. See photos",6947193,5,5,0,0.00
"Anil Kapoor challenges Arjun Kapoor, Ranveer Singh, Varun Dhawan to beat his 90s fashion statement. See pic",3870972,5,5,0,0.00
Anupam Kher to play Manmohan Singh in his biopic: Top revelations from The Accidental Prime Minister book we wish to see in the film,5361257,5,5,0,0.00
Anurag Kashyap is in love with 23-year-old Shubhra Shetty and these photos are a proof,3249604,5,5,0,0.00
"Anushka Shetty video songs: Tamil and Telugu songs of the beautiful actress from Baahubali 2, Size Zero, Singam, Vaanam, Billa",6018911,5,5,0,0.00
Ariana Grande returns to Manchester to honor victims with benefit,6931463,5,5,0,0.00
Ariana Grande returns to Manchester to honor victims with benefit,6944569,5,5,0,0.00
"Arjun Rampal had an amazing LA visit, thanks to Preity Zinta and her husband Gene Goodenough. See photo",3018110,5,5,0,0.00
Arjun Rampal-starrer Daddy director Ashim Ahluwalia: I dont enjoy safe movies,6998995,5,5,0,0.00
"As Bigg Boss 11 auditions begin, Manveer Gurjar and Manu Punjabi share a special message. Watch video",1474468,5,5,0,0.00
Award-winning Marathi film Kaasav struggles for release,1236672,5,5,0,0.00
"Baadshaho poster: After the badass men, meet Ileana DCruz in her bold and beautiful avatar, see photo",271990,5,5,0,0.00
Baahubali 2 Oka Pranam song video: The title song reminds us of the dramatic highs of SS Rajamouli film. Watch video,1439716,5,5,0,0.00
Baahubali 2 Oka Pranam song video: The title song reminds us of the dramatic highs of SS Rajamouli film. Watch video,2233052,5,5,0,0.00
Baahubali 2 Oka Pranam song video: The title song reminds us of the dramatic highs of SS Rajamouli film. Watch video,6967021,5,5,0,0.00
Baahubali 2 Oka Pranam song video: The title song reminds us of the dramatic highs of SS Rajamouli film. Watch video,6967895,5,5,0,0.00
Baahubali 2 Oka Pranam song video: The title song reminds us of the dramatic highs of SS Rajamouli film. Watch video,6968193,5,5,0,0.00
Baahubali 2 Oka Pranam song video: The title song reminds us of the dramatic highs of SS Rajamouli film. Watch video,6977429,5,5,0,0.00
Baahubali 2 Oka Pranam song video: The title song reminds us of the dramatic highs of SS Rajamouli film. Watch video,6980369,5,5,0,0.00
Baahubali 2 Oka Pranam song video: The title song reminds us of the dramatic highs of SS Rajamouli film. Watch video,6981055,5,5,0,0.00
Baahubali The Conclusion actor Prabhas: I have been more Baahubali than myself in five years,4726303,5,5,0,0.00
Baahubali The Conclusion actor Prabhas: I have been more Baahubali than myself in five years,6839767,5,5,0,0.00
Baahubali The Conclusion actor Prabhas: I have been more Baahubali than myself in five years,845374,5,5,0,0.00
"Bank Chor actor Vivek Oberoi looking to do powerful, intense love story",6543659,5,5,0,0.00
Bank Chor box office collection day 1: Riteish Deskhmukh and Vivek Oberoi film fails to get audience,6972891,5,5,0,0.00
Bank Chor: Shah Rukh Khan isnt happy about Riteish Deshmukhs Jab Harry Met Sejal spoof. See his response,6038619,5,5,0,0.00
Bank Chor: Shah Rukh Khan just gave away his King of Bollywood title to Riteish Deshmukh. Watch videos,6165423,5,5,0,0.00
"Batman actor Adam West dead, he was 88",5199771,5,5,0,0.00
Baywatch actor Priyanka Chopra on her fathers death anniversary: Some things will always hurt,3870972,5,5,0,0.00
"Baywatch audience reaction: Priyanka Chopra is so bad, India finds her good",1575390,5,5,0,0.00
"Baywatch audience reaction: Priyanka Chopra is so bad, India finds her good",2955614,5,5,0,0.00
Baywatch box office collection day 1: Priyanka Chopras film faces tough times in India,5594585,5,5,0,0.00
Baywatch box office collection day 1: Priyanka Chopras film faces tough times in India,6412253,5,5,0,0.00
Baywatch box office collection day 2: Is Priyanka Chopra the only saving grace in her Hollywood debut?,2180590,5,5,0,0.00
Baywatch box office collection day 2: Is Priyanka Chopra the only saving grace in her Hollywood debut?,2955614,5,5,0,0.00
Baywatch box office collection day 2: Is Priyanka Chopra the only saving grace in her Hollywood debut?,888012,5,5,0,0.00
Baywatch box office collection day 3: India vs Pakistan match has more for fans than Priyanka Chopras film,3972386,5,5,0,0.00
Baywatch box office collection day 3: India vs Pakistan match has more for fans than Priyanka Chopras film,527376,5,5,0,0.00
Baywatch box office collection day 3: India vs Pakistan match has more for fans than Priyanka Chopras film,5594585,5,5,0,0.00
Baywatch box office collection day 3: India vs Pakistan match has more for fans than Priyanka Chopras film,6543659,5,5,0,0.00
"Baywatch movie review: Priyanka Chopra, we cant take eyes off you",2180590,5,5,0,0.00
"Baywatch movie review: Priyanka Chopra, we cant take eyes off you",3269646,5,5,0,0.00
"Baywatch movie review: Priyanka Chopra, we cant take eyes off you",5594585,5,5,0,0.00
"Baywatch movie review: Priyanka Chopra, we cant take eyes off you",6049011,5,5,0,0.00
"Baywatch movie review: Priyanka Chopra, we cant take eyes off you",627360,5,5,0,0.00
"Baywatch movie review: Priyanka Chopra, we cant take eyes off you",6285167,5,5,0,0.00
"Baywatch movie review: Priyanka Chopra, we cant take eyes off you",6760737,5,5,0,0.00
"Baywatch movie review: Priyanka Chopra, we cant take eyes off you",883182,5,5,0,0.00
"Baywatch Vs Wonder Woman: Priyanka Chopra and Gal Gadot movies release on June 2 in India, whos gonna win?",6543659,5,5,0,0.00
"Before MTV Spiltsvilla season 10 premieres, this is what Sunny Leone is upto on the sets. See photos",544144,5,5,0,0.00
"Before Munna Michael trailer, Tiger Shroffs chiseled body and new stills are treat to your eyes. See photos",1531670,5,5,0,0.00
Behen Hogi Teri actor Rajkummar Rao tells the difference between Bollywood and reality in this hilarious video,6962215,5,5,0,0.00
Behen Hogi Teri box office collection day 1: Rajkummar Rao and Shruti Haasan film has a sluggish start,2180590,5,5,0,0.00
Beyonces daughter Blue Ivy to watch her give birth,6708883,5,5,0,0.00
Beyonces daughter Blue Ivy to watch her give birth,6818319,5,5,0,0.00
Beyonces daughter Blue Ivy to watch her give birth,6954467,5,5,0,0.00
"Bharti Singh, Haarsh Limbaachiya engagement photos reveal Bharti as coy bride-to-be, see photos",5228379,5,5,0,0.00
"Bharti Singh, Haarsh Limbaachiya engagement photos reveal Bharti as coy bride-to-be, see photos",544144,5,5,0,0.00
"Bharti Singh, Haarsh Limbaachiya engagement photos reveal Bharti as coy bride-to-be, see photos",6924237,5,5,0,0.00
Borg/McEnroe trailer: The story of rivals turned friends Bjrn Borg and John McEnroe looks intriguing,5801215,5,5,0,0.00
"CBFC chief Pahlaj Nihalani: Makers of The Accidental Prime Minister, film on Manmohan Singh will need NOC from him, Sonia Gandhi",172950,5,5,0,0.00
"Chef: Saif Ali Khan is cooking with caution in the first still, film to release on October 6. See photo",6952707,5,5,0,0.00
"China release date for Baahubali 2 out, can it beat Aamir Khans Dangal?",6230745,5,5,0,0.00
"Chiranjeevi a part of Class of 80s reunion in China, Rajinikanth, Mohanlal expected to join too. See photos",4647850,5,5,0,0.00
Chiranjeevis twirled mustache look goes viral. Is this his Uyyalawada Narasimha Reddy look? See photos,5361257,5,5,0,0.00
Chris Pine slams Avengers: Infinity War title,6931463,5,5,0,0.00
Chris Pine slams Avengers: Infinity War title,6935469,5,5,0,0.00
"Cinema screens in India woefully low, hitting global ranking",7014789,5,5,0,0.00
